serial,uprodid,CV_Set,WPI,upurint,rtachv,rtanxt,rtbcar,rtcalm,rtclin,rtcntl,rtcreg,rtdrnk,rtfred,rtfutr,rtheal,rtkeep,rtomta,rtpink,rtposs,rtprov,rtpsup,rtresl,rtsmle,rttime,rttpas
1,G,5,100,100,50,50,75,75,50,50,75,75,75,75,75,75,75,50,75,50,50,75,75,75,50
2,G,3,100,100,50,75,75,75,75,75,75,50,50,50,75,75,50,50,75,75,50,75,50,75,75
3,H,5,0,25,75,50,50,50,50,50,25,25,25,50,50,50,50,50,75,100,50,50,50,50,75
4,G,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,H,2,50,75,75,75,50,75,75,75,75,75,75,75,75,50,75,50,75,75,50,75,75,75,75
6,G,4,100,100,100,75,100,100,100,100,100,75,100,100,100,100,75,100,100,100,100,100,100,100,100
7,G,1,0,25,50,50,25,50,50,25,25,50,50,50,50,25,50,50,50,50,50,25,50,50,25
8,P,3,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9,H,5,100,100,100,100,100,75,100,100,100,100,75,50,100,100,100,100,100,100,100,100,100,100,100
10,G,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
11,P,1,100,100,75,75,50,75,75,75,50,50,75,75,75,50,75,75,50,75,75,50,75,75,75
12,P,5,0,50,25,25,25,50,25,50,25,25,50,25,25,25,25,25,25,25,0,25,50,25,25
13,P,2,0,50,50,50,50,50,50,50,25,25,50,50,50,50,50,50,25,50,50,50,50,50,50
14,G,1,100,100,50,50,50,50,50,50,50,25,50,50,50,50,50,50,50,50,50,50,50,50,50
15,H,3,0,50,100,75,100,75,75,100,75,75,100,100,75,100,100,100,100,75,100,100,75,100,100
16,P,5,50,75,75,75,50,75,75,75,75,25,50,50,75,75,50,50,50,75,75,75,50,75,75
17,G,2,100,100,100,75,100,100,75,100,75,75,75,75,75,100,75,100,75,100,75,75,75,100,75
18,P,3,50,75,75,75,75,50,50,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75
19,H,5,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75
20,P,5,0,50,100,75,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
21,H,3,50,75,75,50,75,0,50,50,50,25,50,0,50,75,0,75,75,100,50,75,0,50,50
22,G,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23,G,3,0,25,25,25,25,25,50,50,50,25,75,25,50,50,50,50,50,50,50,50,50,50,25
24,G,4,50,75,100,75,75,75,100,100,100,100,75,75,100,100,75,100,75,100,100,100,100,75,100
25,H,1,100,100,100,75,100,75,75,75,100,75,75,75,100,100,75,100,100,100,75,75,75,75,100
26,H,2,100,100,100,75,100,50,50,100,75,50,75,50,100,50,75,75,100,75,50,75,75,75,75
27,P,5,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
28,P,1,0,0,0,25,0,0,25,0,25,0,0,0,0,25,0,25,0,0,25,0,0,0,0
29,P,5,0,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
30,G,5,0,25,50,50,50,50,50,50,75,25,50,50,50,50,50,75,50,50,75,50,75,50,75
31,G,2,100,100,50,50,50,25,50,50,25,50,50,25,50,50,0,50,50,25,25,50,50,50,50
32,G,2,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
33,G,3,0,25,25,0,25,25,0,25,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0
34,G,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,25,0
35,H,2,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,75,100,100,75,100
36,P,5,50,75,75,50,75,75,50,50,75,50,75,50,75,75,75,75,75,75,50,75,75,50,75
37,H,4,0,25,50,50,50,75,50,50,50,50,50,75,50,50,50,50,50,50,50,50,50,75,50
38,H,4,50,75,50,50,50,25,25,50,50,50,50,25,25,50,50,25,50,50,25,25,50,50,25
39,H,2,100,100,75,50,75,75,75,75,50,75,75,0,75,50,75,75,75,50,50,75,75,75,50
40,P,2,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
41,P,2,0,25,25,25,25,25,25,50,50,25,25,25,50,25,25,50,50,25,25,25,50,25,25
42,H,5,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
43,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,P,4,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
45,P,2,50,75,50,50,50,50,50,50,50,25,75,50,50,50,50,50,50,75,50,50,75,50,25
46,H,5,50,75,75,75,75,75,75,75,75,100,75,75,75,75,75,75,75,75,75,75,75,100,75
47,G,2,100,100,75,75,75,50,75,75,75,75,50,50,75,75,50,100,75,75,75,50,100,75,75
48,H,1,100,100,75,75,75,75,75,75,75,25,50,50,50,75,75,75,75,75,75,75,75,75,75
49,P,1,0,50,50,25,50,50,50,50,25,50,50,50,50,50,50,25,50,25,25,25,50,25,50
50,H,4,50,75,100,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,100,75,75,100
51,P,5,0,50,50,25,50,25,75,50,50,0,25,75,50,75,50,75,50,50,50,75,50,50,75
52,H,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
53,P,5,50,75,50,50,50,75,50,50,50,75,50,50,75,50,50,50,50,75,50,75,50,75,75
54,P,2,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
55,G,5,50,75,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100
56,H,1,50,75,75,50,75,50,50,75,50,75,75,50,50,75,75,50,75,75,75,50,75,75,75
57,G,3,0,50,75,50,50,75,75,75,75,50,75,50,75,50,50,75,50,75,50,50,75,50,50
58,P,2,100,100,75,75,75,75,75,75,75,75,75,50,75,75,75,100,75,75,75,75,75,75,75
59,G,2,0,50,50,25,50,50,0,75,25,50,25,25,25,25,25,50,50,50,50,50,75,25,25
60,H,4,50,75,75,75,50,25,75,75,75,75,75,25,75,50,75,75,75,75,75,75,100,75,75
61,P,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
62,P,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
63,P,3,50,75,25,25,25,25,0,25,0,25,25,25,25,25,25,25,0,25,50,50,25,25,25
64,P,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
65,G,5,50,75,75,75,75,75,75,75,75,75,100,75,75,75,75,75,75,75,75,75,75,75,75
66,P,4,100,100,75,75,100,100,75,100,75,75,100,75,75,75,75,100,100,75,75,75,75,75,75
67,P,3,0,50,50,25,50,25,25,50,50,25,50,25,25,50,50,50,75,50,50,25,50,50,50
68,H,5,50,75,75,75,50,50,50,50,75,75,50,75,75,75,75,75,75,50,75,75,75,75,75
69,H,3,0,25,75,50,75,50,50,50,50,50,50,50,50,75,50,50,50,50,50,50,50,50,50
70,P,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
71,H,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
72,G,5,50,75,50,25,25,25,25,25,25,25,25,25,25,25,50,25,25,25,25,25,25,25,50
73,H,4,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
74,P,2,0,0,25,25,25,25,25,25,25,25,25,0,25,25,25,50,25,25,25,25,25,25,25
75,P,3,100,100,75,100,75,50,75,100,75,75,75,50,100,75,100,75,100,100,75,100,75,100,100
76,G,1,100,100,75,75,100,50,100,100,100,100,75,75,75,75,75,100,100,100,75,75,75,75,100
77,P,1,0,0,75,50,75,75,75,50,75,0,50,50,50,75,25,50,75,75,75,50,75,50,75
78,H,5,100,100,75,50,75,75,50,75,50,50,75,50,75,75,75,50,75,75,75,50,75,75,75
79,P,3,50,75,50,50,50,25,25,25,50,25,25,25,50,25,25,25,25,50,25,25,25,25,25
80,H,4,100,100,75,75,75,75,75,75,75,75,75,75,100,75,75,100,100,100,75,75,100,75,75
81,H,5,100,100,100,100,100,100,75,100,100,100,100,25,100,100,100,100,100,100,100,100,100,100,100
82,H,5,50,75,75,75,75,50,50,50,50,50,25,50,50,75,100,100,75,100,75,50,75,100,75
83,H,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
84,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,G,2,50,75,75,50,75,50,75,75,75,50,75,50,50,75,50,75,50,100,50,75,50,50,75
86,G,4,50,75,50,50,75,50,50,25,50,50,75,50,50,75,50,50,75,75,50,50,50,50,75
87,H,5,50,75,50,50,50,75,50,50,50,75,50,25,50,75,75,50,50,75,50,75,75,50,100
88,P,4,50,75,50,50,50,75,50,75,50,50,50,50,50,50,75,75,50,50,50,50,75,50,50
89,H,4,100,100,75,75,75,75,100,100,75,100,75,75,100,75,75,75,100,75,75,75,75,75,100
90,G,5,100,100,75,50,75,75,75,75,75,75,50,75,75,75,75,100,75,75,75,75,75,75,100
91,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
92,G,4,100,100,50,75,75,75,75,75,75,75,75,75,75,75,100,50,75,75,100,75,75,100,50
93,H,5,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
94,G,3,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
95,P,5,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
96,G,4,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
97,G,2,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
98,P,1,0,25,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
99,P,2,50,75,75,75,75,75,50,75,75,50,50,50,50,75,75,75,50,75,75,75,75,75,75
100,P,2,0,25,50,50,50,25,50,50,50,0,0,50,50,50,0,50,25,0,50,50,50,0,50
101,P,3,50,75,100,75,100,100,100,100,100,100,100,75,100,100,100,75,100,100,100,100,100,100,100
102,H,1,100,100,100,75,100,100,75,100,75,100,75,75,75,75,75,75,100,100,75,100,75,100,75
103,P,4,50,75,75,75,50,50,50,50,75,50,50,50,50,75,50,50,75,75,75,50,50,75,75
104,P,4,0,50,50,50,50,50,50,75,50,50,50,50,50,50,75,75,50,50,50,75,75,50,75
105,H,2,100,100,100,50,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,75,100,100
106,H,3,0,25,25,0,50,50,75,75,50,75,0,50,0,75,75,100,50,50,50,25,75,75,50
107,P,4,0,50,50,50,25,50,50,50,50,50,25,50,25,25,50,50,50,25,50,50,50,50,50
108,P,5,50,75,75,75,75,50,50,75,75,50,75,50,75,75,50,75,75,50,75,75,75,50,75
109,P,2,0,0,25,25,25,25,25,25,25,0,50,25,25,50,0,25,50,25,25,50,25,50,25
110,P,5,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50,25,25,50,25,25,25,25
111,G,1,100,100,75,50,75,25,75,50,75,100,50,50,75,50,25,50,75,50,75,75,50,75,75
112,P,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
113,H,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,G,5,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
115,G,4,100,100,100,100,100,75,75,100,75,50,100,75,75,75,100,75,100,100,75,75,75,100,75
116,G,1,100,100,75,75,100,75,75,50,100,75,50,50,75,75,75,75,75,100,75,100,75,75,75
117,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,P,4,0,50,50,50,50,50,50,50,25,25,50,25,50,50,50,50,25,50,50,50,50,25,50
119,H,4,100,100,100,75,75,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,75,75
120,P,2,0,25,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
121,H,1,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
122,P,1,0,25,50,50,50,50,50,25,50,25,25,50,25,50,25,50,50,50,50,25,50,50,50
123,G,1,50,75,50,50,75,50,75,50,50,50,50,50,50,50,75,50,100,50,50,75,75,50,50
124,H,3,100,100,100,100,100,100,100,100,100,100,75,75,100,100,100,100,100,100,100,100,100,100,100
125,G,3,0,50,50,50,25,50,50,50,50,50,50,0,50,50,50,25,25,25,25,25,50,50,75
126,P,4,0,50,50,25,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,50
127,H,1,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,25,0,0,0,25,25,0,0
128,P,3,100,100,50,50,75,50,100,75,50,25,75,75,50,50,50,75,75,75,50,50,75,75,75
129,G,1,0,25,75,75,75,75,75,75,50,75,75,50,50,75,75,50,100,50,50,75,75,50,75
130,G,2,0,0,50,25,50,25,50,50,25,50,25,50,50,50,50,50,50,50,75,50,75,50,75
131,G,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
132,H,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
133,G,2,0,0,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,0,0,0,25
134,H,3,100,100,75,100,75,100,75,75,50,75,100,75,75,75,75,75,75,75,50,75,75,75,75
135,P,1,0,50,50,25,50,50,50,25,25,25,25,25,50,25,50,25,50,50,50,50,25,25,25
136,H,3,50,75,100,75,75,75,50,75,75,50,75,50,75,75,100,100,75,75,75,100,75,75,75
137,P,3,0,50,50,50,75,25,75,50,50,50,50,25,75,50,50,75,50,50,50,75,75,50,75
138,H,2,50,75,50,25,25,25,25,25,25,25,25,50,25,50,25,25,50,50,25,50,25,25,25
139,G,5,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,75,100,100,100,100,100
140,G,5,50,75,25,25,50,50,25,25,25,25,25,0,25,25,25,25,50,0,25,50,25,25,25
141,P,3,0,50,25,50,25,25,50,50,25,25,25,50,50,50,25,25,25,25,50,25,50,25,25
142,P,5,50,75,50,25,50,25,50,50,50,25,25,50,50,50,50,50,75,75,50,50,50,50,75
143,H,1,50,75,75,50,75,75,50,75,50,75,75,50,75,75,75,75,75,75,75,75,75,75,50
144,G,2,50,75,75,75,50,75,50,50,75,50,50,25,75,75,75,75,50,75,75,75,75,75,75
145,H,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,H,3,50,75,75,75,75,50,75,100,75,50,75,75,75,50,75,75,100,75,75,75,75,75,50
147,G,4,0,50,100,75,100,75,100,100,100,75,75,75,100,100,75,100,100,100,100,100,100,100,100
148,P,2,0,50,75,75,75,75,100,75,100,100,75,75,75,100,75,100,75,100,100,100,75,100,100
149,H,3,0,25,25,25,25,25,25,50,25,25,25,0,25,50,25,25,25,25,25,25,25,25,25
150,G,3,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100
151,H,2,100,100,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75
152,G,4,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
153,H,3,50,75,50,50,50,75,50,50,50,50,50,25,50,50,75,50,50,50,50,50,50,50,50
154,G,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
155,G,5,0,50,50,75,75,50,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,50,50
156,P,3,50,75,100,100,100,100,75,100,100,50,75,50,100,75,75,75,100,75,75,25,100,75,100
157,P,3,0,25,100,100,75,100,75,100,75,75,100,100,100,100,100,100,100,50,75,100,50,100,100
158,H,2,50,75,75,75,75,75,50,75,75,75,100,50,75,75,75,50,75,75,50,75,75,75,75
159,H,3,100,100,75,50,75,50,50,50,50,25,25,25,50,50,50,50,50,75,50,75,25,50,50
160,G,3,50,75,25,25,50,25,25,50,50,25,50,25,50,25,25,25,50,25,25,25,50,25,50
161,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,G,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
163,G,4,50,75,75,75,75,50,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75
164,P,4,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
165,P,2,50,75,75,25,50,50,50,75,75,0,25,25,50,50,50,50,25,50,50,50,50,50,75
166,H,4,50,75,25,25,0,25,25,25,25,25,0,0,25,25,50,25,25,0,25,0,25,25,25
167,P,3,100,100,75,50,75,50,50,75,75,50,50,50,75,75,75,75,75,100,75,100,75,75,75
168,G,5,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
169,P,3,100,100,100,100,75,50,75,100,75,75,50,75,75,75,75,75,75,100,50,75,75,75,75
170,P,1,50,75,50,50,75,50,50,75,50,50,50,50,75,75,50,75,50,75,75,75,50,50,75
171,H,2,50,75,75,75,50,75,50,75,75,75,75,75,50,50,75,75,50,75,75,75,75,50,50
172,P,5,100,100,100,75,100,75,100,100,75,75,75,75,100,100,75,100,100,100,100,100,75,75,75
173,G,3,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
174,H,5,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
175,P,3,100,100,75,50,50,50,50,50,50,50,50,25,50,50,50,50,50,50,50,50,50,50,50
176,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,G,1,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
178,H,5,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
179,P,2,50,75,100,75,75,75,75,100,75,50,100,50,75,75,100,100,100,75,75,75,100,75,75
180,G,2,0,50,50,25,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
181,G,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
182,G,2,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
183,P,4,100,100,100,100,100,100,100,75,100,75,100,100,75,100,100,100,100,75,75,100,100,100,100
184,P,2,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
185,H,5,100,100,100,75,75,75,50,50,50,50,75,50,75,50,50,50,75,50,50,75,75,75,50
186,P,1,100,100,75,50,75,50,75,75,75,75,50,50,50,50,50,50,75,50,75,75,50,75,75
187,P,3,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
188,G,2,100,100,100,100,100,100,50,100,100,50,100,0,100,100,100,100,100,100,100,100,100,75,100
189,P,5,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,75
190,G,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
191,H,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
192,H,4,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75
193,H,2,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
194,H,3,100,100,100,75,100,75,100,100,100,100,75,75,100,100,100,100,100,100,100,100,100,100,100
195,H,1,50,75,75,50,50,25,50,50,50,50,50,0,75,50,50,50,50,50,50,50,50,50,75
196,G,3,0,50,25,25,50,25,25,25,25,25,50,25,25,25,50,25,50,25,25,25,50,25,25
197,P,2,0,50,75,50,50,50,25,50,50,50,50,25,75,50,50,50,25,75,50,50,50,50,50
198,H,4,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
199,G,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100
200,G,4,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75
201,P,4,0,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100
202,P,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
203,H,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
204,P,4,100,100,100,75,100,75,100,100,100,75,100,75,100,100,75,75,100,100,75,100,75,100,100
205,H,2,100,100,75,75,75,75,75,75,75,75,75,75,75,100,75,75,75,100,75,100,100,75,75
206,P,4,0,25,100,100,100,50,75,50,100,100,25,25,75,100,25,50,50,75,50,100,50,100,75
207,P,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
208,H,2,100,100,75,50,100,50,75,75,75,75,75,50,75,75,50,75,100,100,75,75,100,75,100
209,H,4,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
210,G,1,0,50,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
211,H,3,0,50,75,100,75,100,100,100,75,75,75,75,75,100,50,100,100,75,75,75,75,75,75
212,G,2,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
213,P,1,100,100,75,100,100,75,100,100,75,75,75,100,100,75,75,100,75,100,100,100,100,100,75
214,P,1,50,75,75,75,100,50,75,75,75,50,75,50,75,75,100,75,75,50,75,75,100,75,100
215,H,1,0,50,50,50,50,50,50,50,75,50,50,50,50,50,50,50,50,75,50,50,75,50,50
216,H,1,50,75,100,50,100,50,100,75,100,50,100,50,100,100,100,100,100,50,75,100,100,100,75
217,P,5,100,100,100,75,100,100,75,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100
218,G,1,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,75,50,75,50,50,25,50,75
219,H,2,50,75,50,50,50,50,50,50,50,50,50,75,50,50,50,50,50,50,50,50,50,50,50
220,P,4,50,75,75,75,75,75,75,50,75,25,75,50,75,50,50,50,75,75,50,50,75,50,75
221,H,2,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
222,G,3,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
223,G,4,50,75,75,50,75,100,100,50,75,100,75,75,75,75,100,75,75,100,75,100,75,100,100
224,P,3,0,50,50,50,50,50,50,50,50,50,50,25,50,50,50,50,50,50,50,50,50,50,50
225,H,2,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
226,H,5,100,100,75,75,25,50,25,50,50,50,75,50,75,25,75,50,50,25,25,50,50,75,25
227,H,4,50,75,50,75,50,50,50,75,50,50,50,50,75,50,50,50,75,50,50,50,50,50,50
228,G,3,100,100,75,75,100,100,100,100,100,75,100,100,75,100,75,75,100,100,75,75,75,75,100
229,H,5,100,100,50,75,75,25,75,50,75,50,75,25,75,50,75,50,75,75,50,75,50,75,75
230,P,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
231,H,4,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
232,H,2,50,75,100,75,100,100,100,100,100,100,100,75,75,100,100,75,100,100,100,100,100,100,100
233,G,5,0,25,50,50,50,25,75,50,50,50,50,50,75,50,50,50,75,50,50,75,50,50,50
234,P,2,50,75,50,50,50,25,50,50,50,25,50,50,50,50,75,50,50,50,50,50,75,75,75
235,P,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
236,G,5,100,100,100,75,100,75,75,100,100,75,75,50,100,100,75,100,75,100,75,100,100,75,100
237,P,1,0,25,0,25,0,0,25,25,25,0,25,25,0,25,25,0,0,25,0,25,0,25,0
238,P,5,50,75,100,100,100,100,100,100,75,75,100,100,100,100,100,100,100,100,100,100,100,100,100
239,P,5,0,50,75,75,100,75,75,100,100,50,100,75,75,100,75,100,75,75,75,50,100,75,100
240,G,5,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
241,G,4,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
242,P,4,50,75,100,75,75,75,75,50,75,50,75,75,75,75,75,75,50,75,100,100,75,75,75
243,H,1,50,75,75,50,75,75,75,100,75,100,75,50,100,75,100,75,75,100,75,75,100,75,75
244,H,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
245,H,1,0,50,75,50,50,75,25,50,50,50,50,25,75,50,75,50,75,50,50,50,50,75,25
246,G,3,100,100,75,75,50,75,75,75,75,50,75,75,75,75,75,75,75,50,50,75,75,75,75
247,H,3,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
248,H,4,100,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
249,P,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
250,P,2,0,0,25,25,0,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25
251,P,3,100,100,75,50,75,50,50,75,75,75,50,50,75,50,75,50,75,75,50,75,50,75,75
252,P,5,50,75,75,100,75,75,75,75,75,75,75,75,100,75,100,100,100,75,100,100,100,100,100
253,G,3,0,50,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
254,P,3,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
255,G,5,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100
256,G,2,100,100,100,100,100,100,100,100,100,100,100,75,100,100,50,100,100,100,100,100,75,100,100
257,P,4,100,100,75,75,75,75,100,75,75,75,75,75,75,75,75,75,75,100,100,100,75,75,100
258,G,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
259,G,5,50,75,75,100,75,75,75,100,75,75,75,75,100,100,100,100,100,75,100,75,75,75,75
260,G,2,100,100,100,75,100,75,100,100,100,75,75,75,75,100,100,100,75,100,100,100,75,100,100
261,G,2,50,75,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
262,T,3,100,100,75,50,75,50,50,50,50,50,50,50,50,50,75,50,50,50,50,50,75,50,50
263,T,1,0,50,50,50,50,50,50,50,50,25,50,50,50,50,50,50,50,25,25,50,50,50,25
264,T,4,0,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25
265,T,5,0,50,50,50,75,75,75,50,75,50,75,50,75,50,75,75,75,75,75,75,50,75,50
266,T,3,100,100,75,50,75,50,75,25,50,25,50,50,50,50,75,75,75,50,50,75,75,25,25
